Town,Year,Variable,Value
New Fairfield,SFY 2014-2015,Equalized Net Grand List per Capita,165388
New Hartford,SFY 2014-2015,Equalized Net Grand List per Capita,137583
New Haven,SFY 2014-2015,Equalized Net Grand List per Capita,74533
Newington,SFY 2014-2015,Equalized Net Grand List per Capita,125305
New London,SFY 2014-2015,Equalized Net Grand List per Capita,67206
New Milford,SFY 2014-2015,Equalized Net Grand List per Capita,150019
Newtown,SFY 2014-2015,Equalized Net Grand List per Capita,164788
Norfolk,SFY 2014-2015,Equalized Net Grand List per Capita,255673
North Branford,SFY 2014-2015,Equalized Net Grand List per Capita,125586
North Canaan,SFY 2014-2015,Equalized Net Grand List per Capita,126135
North Haven,SFY 2014-2015,Equalized Net Grand List per Capita,167269
North Stonington,SFY 2014-2015,Equalized Net Grand List per Capita,143170
Norwalk,SFY 2014-2015,Equalized Net Grand List per Capita,191628
Norwich,SFY 2014-2015,Equalized Net Grand List per Capita,64530
Old Lyme,SFY 2014-2015,Equalized Net Grand List per Capita,300108
Old Saybrook,SFY 2014-2015,Equalized Net Grand List per Capita,306575
Orange,SFY 2014-2015,Equalized Net Grand List per Capita,205392
Oxford,SFY 2014-2015,Equalized Net Grand List per Capita,159718
Plainfield,SFY 2014-2015,Equalized Net Grand List per Capita,88028
Plainville,SFY 2014-2015,Equalized Net Grand List per Capita,112320
Plymouth,SFY 2014-2015,Equalized Net Grand List per Capita,85594
Pomfret,SFY 2014-2015,Equalized Net Grand List per Capita,121475
Portland,SFY 2014-2015,Equalized Net Grand List per Capita,121316
Preston,SFY 2014-2015,Equalized Net Grand List per Capita,116877
Prospect,SFY 2014-2015,Equalized Net Grand List per Capita,120738
Putnam,SFY 2014-2015,Equalized Net Grand List per Capita,88933
Redding,SFY 2014-2015,Equalized Net Grand List per Capita,255561
Ridgefield,SFY 2014-2015,Equalized Net Grand List per Capita,289075
Rocky Hill,SFY 2014-2015,Equalized Net Grand List per Capita,141917
Roxbury,SFY 2014-2015,Equalized Net Grand List per Capita,443870
Salem,SFY 2014-2015,Equalized Net Grand List per Capita,121052
Salisbury,SFY 2014-2015,Equalized Net Grand List per Capita,442249
Scotland,SFY 2014-2015,Equalized Net Grand List per Capita,95725
Seymour,SFY 2014-2015,Equalized Net Grand List per Capita,103662
Sharon,SFY 2014-2015,Equalized Net Grand List per Capita,380506
Shelton,SFY 2014-2015,Equalized Net Grand List per Capita,161415
Sherman,SFY 2014-2015,Equalized Net Grand List per Capita,260021
Simsbury,SFY 2014-2015,Equalized Net Grand List per Capita,146912
Somers,SFY 2014-2015,Equalized Net Grand List per Capita,105033
Southbury,SFY 2014-2015,Equalized Net Grand List per Capita,162961
Southington,SFY 2014-2015,Equalized Net Grand List per Capita,124290
South Windsor,SFY 2014-2015,Equalized Net Grand List per Capita,143195
Sprague,SFY 2014-2015,Equalized Net Grand List per Capita,78687
Stafford,SFY 2014-2015,Equalized Net Grand List per Capita,92739
Stamford,SFY 2014-2015,Equalized Net Grand List per Capita,244055
Sterling,SFY 2014-2015,Equalized Net Grand List per Capita,88242
Stonington,SFY 2014-2015,Equalized Net Grand List per Capita,198903
Stratford,SFY 2014-2015,Equalized Net Grand List per Capita,124415
Suffield,SFY 2014-2015,Equalized Net Grand List per Capita,122566
Thomaston,SFY 2014-2015,Equalized Net Grand List per Capita,95071
Thompson,SFY 2014-2015,Equalized Net Grand List per Capita,89412
Tolland,SFY 2014-2015,Equalized Net Grand List per Capita,122852
Torrington,SFY 2014-2015,Equalized Net Grand List per Capita,82417
Trumbull,SFY 2014-2015,Equalized Net Grand List per Capita,181854
Union,SFY 2014-2015,Equalized Net Grand List per Capita,152302
Vernon,SFY 2014-2015,Equalized Net Grand List per Capita,87046
Voluntown,SFY 2014-2015,Equalized Net Grand List per Capita,109985
Wallingford,SFY 2014-2015,Equalized Net Grand List per Capita,133855
Warren,SFY 2014-2015,Equalized Net Grand List per Capita,388072
Washington,SFY 2014-2015,Equalized Net Grand List per Capita,451288
Waterbury,SFY 2014-2015,Equalized Net Grand List per Capita,52441
Waterford,SFY 2014-2015,Equalized Net Grand List per Capita,238704
Watertown,SFY 2014-2015,Equalized Net Grand List per Capita,112103
Westbrook,SFY 2014-2015,Equalized Net Grand List per Capita,270578
West Hartford,SFY 2014-2015,Equalized Net Grand List per Capita,145214
West Haven,SFY 2014-2015,Equalized Net Grand List per Capita,69927
Weston,SFY 2014-2015,Equalized Net Grand List per Capita,320190
Westport,SFY 2014-2015,Equalized Net Grand List per Capita,577390
Wethersfield,SFY 2014-2015,Equalized Net Grand List per Capita,119586
Willington,SFY 2014-2015,Equalized Net Grand List per Capita,104904
Wilton,SFY 2014-2015,Equalized Net Grand List per Capita,363522
Winchester,SFY 2014-2015,Equalized Net Grand List per Capita,88289
Windham,SFY 2014-2015,Equalized Net Grand List per Capita,49642
Windsor,SFY 2014-2015,Equalized Net Grand List per Capita,139508
Windsor Locks,SFY 2014-2015,Equalized Net Grand List per Capita,138901
Wolcott,SFY 2014-2015,Equalized Net Grand List per Capita,108534
Woodbridge,SFY 2014-2015,Equalized Net Grand List per Capita,184630
Woodbury,SFY 2014-2015,Equalized Net Grand List per Capita,167114
Woodstock,SFY 2014-2015,Equalized Net Grand List per Capita,127012
Andover,SFY 2014-2015,Gross Commercial Grand List,4509200
Ansonia,SFY 2014-2015,Gross Commercial Grand List,78406900
Ashford,SFY 2014-2015,Gross Commercial Grand List,12664800
Avon,SFY 2014-2015,Gross Commercial Grand List,260647440
Barkhamsted,SFY 2014-2015,Gross Commercial Grand List,11609096
Beacon Falls,SFY 2014-2015,Gross Commercial Grand List,14013620
Berlin,SFY 2014-2015,Gross Commercial Grand List,254873460
Bethany,SFY 2014-2015,Gross Commercial Grand List,24959070
Bethel,SFY 2014-2015,Gross Commercial Grand List,187750150
Bethlehem,SFY 2014-2015,Gross Commercial Grand List,20535900
Bloomfield,SFY 2014-2015,Gross Commercial Grand List,269381510
Bolton,SFY 2014-2015,Gross Commercial Grand List,13893000
Bozrah,SFY 2014-2015,Gross Commercial Grand List,10256850
Branford,SFY 2014-2015,Gross Commercial Grand List,352353190
Bridgeport,SFY 2014-2015,Gross Commercial Grand List,903693425
Bridgewater,SFY 2014-2015,Gross Commercial Grand List,2874300
Bristol,SFY 2014-2015,Gross Commercial Grand List,484550210
Brookfield,SFY 2014-2015,Gross Commercial Grand List,244977890
Brooklyn,SFY 2014-2015,Gross Commercial Grand List,45262100
Burlington,SFY 2014-2015,Gross Commercial Grand List,12505890
Canaan,SFY 2014-2015,Gross Commercial Grand List,4086950
Canterbury,SFY 2014-2015,Gross Commercial Grand List,10849180
Canton,SFY 2014-2015,Gross Commercial Grand List,134983420
Chaplin,SFY 2014-2015,Gross Commercial Grand List,7686900
Cheshire,SFY 2014-2015,Gross Commercial Grand List,314184130
Chester,SFY 2014-2015,Gross Commercial Grand List,55476070
Clinton,SFY 2014-2015,Gross Commercial Grand List,133438803
Colchester,SFY 2014-2015,Gross Commercial Grand List,86018000
Colebrook,SFY 2014-2015,Gross Commercial Grand List,1612100
Columbia,SFY 2014-2015,Gross Commercial Grand List,14635700
Cornwall,SFY 2014-2015,Gross Commercial Grand List,12511500
Coventry,SFY 2014-2015,Gross Commercial Grand List,34581900
Cromwell,SFY 2014-2015,Gross Commercial Grand List,186273840
Danbury,SFY 2014-2015,Gross Commercial Grand List,1433764400
Darien,SFY 2014-2015,Gross Commercial Grand List,646124150
Deep River,SFY 2014-2015,Gross Commercial Grand List,29873540
Derby,SFY 2014-2015,Gross Commercial Grand List,102026310
Durham,SFY 2014-2015,Gross Commercial Grand List,19286470
Eastford,SFY 2014-2015,Gross Commercial Grand List,6145630
East Granby,SFY 2014-2015,Gross Commercial Grand List,18929900
East Haddam,SFY 2014-2015,Gross Commercial Grand List,31397590
East Hampton,SFY 2014-2015,Gross Commercial Grand List,53566825
East Hartford,SFY 2014-2015,Gross Commercial Grand List,388573709
East Haven,SFY 2014-2015,Gross Commercial Grand List,287438991
East Lyme,SFY 2014-2015,Gross Commercial Grand List,122269486
Easton,SFY 2014-2015,Gross Commercial Grand List,11414950
East Windsor,SFY 2014-2015,Gross Commercial Grand List,180916540
Ellington,SFY 2014-2015,Gross Commercial Grand List,76370950
Enfield,SFY 2014-2015,Gross Commercial Grand List,365284081
Essex,SFY 2014-2015,Gross Commercial Grand List,111671800
Fairfield,SFY 2014-2015,Gross Commercial Grand List,1035077240
Farmington,SFY 2014-2015,Gross Commercial Grand List,798008465
Franklin,SFY 2014-2015,Gross Commercial Grand List,31280170
Glastonbury,SFY 2014-2015,Gross Commercial Grand List,479727660
Goshen,SFY 2014-2015,Gross Commercial Grand List,16661870
Granby,SFY 2014-2015,Gross Commercial Grand List,37260790
Greenwich,SFY 2014-2015,Gross Commercial Grand List,4236752296
Griswold,SFY 2014-2015,Gross Commercial Grand List,36993750
Groton,SFY 2014-2015,Gross Commercial Grand List,378295525
Guilford,SFY 2014-2015,Gross Commercial Grand List,188051790
Haddam,SFY 2014-2015,Gross Commercial Grand List,26205310
Hamden,SFY 2014-2015,Gross Commercial Grand List,465853422
Hampton,SFY 2014-2015,Gross Commercial Grand List,1833820
Hartford,SFY 2014-2015,Gross Commercial Grand List,1148692172
Hartland,SFY 2014-2015,Gross Commercial Grand List,622680
Harwinton,SFY 2014-2015,Gross Commercial Grand List,12911500
Hebron,SFY 2014-2015,Gross Commercial Grand List,21952210
Kent,SFY 2014-2015,Gross Commercial Grand List,36656135
Killingly,SFY 2014-2015,Gross Commercial Grand List,130949730
Killingworth,SFY 2014-2015,Gross Commercial Grand List,20378930
Lebanon,SFY 2014-2015,Gross Commercial Grand List,14201280
Ledyard,SFY 2014-2015,Gross Commercial Grand List,48180569
Lisbon,SFY 2014-2015,Gross Commercial Grand List,81025990
Litchfield,SFY 2014-2015,Gross Commercial Grand List,85150740
Lyme,SFY 2014-2015,Gross Commercial Grand List,4390800
Madison,SFY 2014-2015,Gross Commercial Grand List,161180300
Manchester,SFY 2014-2015,Gross Commercial Grand List,715978340
Mansfield,SFY 2014-2015,Gross Commercial Grand List,130215430
Marlborough,SFY 2014-2015,Gross Commercial Grand List,27154490
Meriden,SFY 2014-2015,Gross Commercial Grand List,577350550
Middlebury,SFY 2014-2015,Gross Commercial Grand List,100101402
Middlefield,SFY 2014-2015,Gross Commercial Grand List,17549100
Middletown,SFY 2014-2015,Gross Commercial Grand List,434247278
Milford,SFY 2014-2015,Gross Commercial Grand List,989382520
Monroe,SFY 2014-2015,Gross Commercial Grand List,155583237
Montville,SFY 2014-2015,Gross Commercial Grand List,119908500
Morris,SFY 2014-2015,Gross Commercial Grand List,10619450
Naugatuck,SFY 2014-2015,Gross Commercial Grand List,131161020
New Britain,SFY 2014-2015,Gross Commercial Grand List,267564550
New Canaan,SFY 2014-2015,Gross Commercial Grand List,372550150
New Fairfield,SFY 2014-2015,Gross Commercial Grand List,34193600
New Hartford,SFY 2014-2015,Gross Commercial Grand List,25859820
New Haven,SFY 2014-2015,Gross Commercial Grand List,2078098164
Newington,SFY 2014-2015,Gross Commercial Grand List,366589296
New London,SFY 2014-2015,Gross Commercial Grand List,347681045
New Milford,SFY 2014-2015,Gross Commercial Grand List,263960575
Newtown,SFY 2014-2015,Gross Commercial Grand List,186170432
Norfolk,SFY 2014-2015,Gross Commercial Grand List,10873490
North Branford,SFY 2014-2015,Gross Commercial Grand List,102995382
North Canaan,SFY 2014-2015,Gross Commercial Grand List,46960560
North Haven,SFY 2014-2015,Gross Commercial Grand List,342925665
North Stonington,SFY 2014-2015,Gross Commercial Grand List,46382630
Norwalk,SFY 2014-2015,Gross Commercial Grand List,2280409864
Norwich,SFY 2014-2015,Gross Commercial Grand List,303152420
Old Lyme,SFY 2014-2015,Gross Commercial Grand List,56221669
Old Saybrook,SFY 2014-2015,Gross Commercial Grand List,263842400
Orange,SFY 2014-2015,Gross Commercial Grand List,305349960
Oxford,SFY 2014-2015,Gross Commercial Grand List,34383300
Plainfield,SFY 2014-2015,Gross Commercial Grand List,79122290
Plainville,SFY 2014-2015,Gross Commercial Grand List,182540620
Plymouth,SFY 2014-2015,Gross Commercial Grand List,31690700
Pomfret,SFY 2014-2015,Gross Commercial Grand List,15376100
Portland,SFY 2014-2015,Gross Commercial Grand List,61133958
Preston,SFY 2014-2015,Gross Commercial Grand List,23868800
Prospect,SFY 2014-2015,Gross Commercial Grand List,48749880
Putnam,SFY 2014-2015,Gross Commercial Grand List,106609770
Redding,SFY 2014-2015,Gross Commercial Grand List,119958100
Ridgefield,SFY 2014-2015,Gross Commercial Grand List,492897066
Rocky Hill,SFY 2014-2015,Gross Commercial Grand List,339576630
Roxbury,SFY 2014-2015,Gross Commercial Grand List,2466400
Salem,SFY 2014-2015,Gross Commercial Grand List,17560100
Salisbury,SFY 2014-2015,Gross Commercial Grand List,50946500
Scotland,SFY 2014-2015,Gross Commercial Grand List,322740
Seymour,SFY 2014-2015,Gross Commercial Grand List,71877610
Sharon,SFY 2014-2015,Gross Commercial Grand List,42543200
Shelton,SFY 2014-2015,Gross Commercial Grand List,658579570
Sherman,SFY 2014-2015,Gross Commercial Grand List,1504100
Simsbury,SFY 2014-2015,Gross Commercial Grand List,244951470
Somers,SFY 2014-2015,Gross Commercial Grand List,32141470
Southbury,SFY 2014-2015,Gross Commercial Grand List,279686708
Southington,SFY 2014-2015,Gross Commercial Grand List,415453860
South Windsor,SFY 2014-2015,Gross Commercial Grand List,206856100
Sprague,SFY 2014-2015,Gross Commercial Grand List,4748910
Stafford,SFY 2014-2015,Gross Commercial Grand List,35413095
Stamford,SFY 2014-2015,Gross Commercial Grand List,4733585014
Sterling,SFY 2014-2015,Gross Commercial Grand List,9133360
Stonington,SFY 2014-2015,Gross Commercial Grand List,341218921
Stratford,SFY 2014-2015,Gross Commercial Grand List,410187925
Suffield,SFY 2014-2015,Gross Commercial Grand List,51244560
Thomaston,SFY 2014-2015,Gross Commercial Grand List,34681015
Thompson,SFY 2014-2015,Gross Commercial Grand List,22053000
Tolland,SFY 2014-2015,Gross Commercial Grand List,63395700
Torrington,SFY 2014-2015,Gross Commercial Grand List,332043780
Trumbull,SFY 2014-2015,Gross Commercial Grand List,600644600
Union,SFY 2014-2015,Gross Commercial Grand List,2189020
Vernon,SFY 2014-2015,Gross Commercial Grand List,207683332
Voluntown,SFY 2014-2015,Gross Commercial Grand List,6212350
Wallingford,SFY 2014-2015,Gross Commercial Grand List,508463020
Warren,SFY 2014-2015,Gross Commercial Grand List,5252940
Washington,SFY 2014-2015,Gross Commercial Grand List,44384870
Waterbury,SFY 2014-2015,Gross Commercial Grand List,818512011
Waterford,SFY 2014-2015,Gross Commercial Grand List,809219740
Watertown,SFY 2014-2015,Gross Commercial Grand List,114809210
Westbrook,SFY 2014-2015,Gross Commercial Grand List,112957830
West Hartford,SFY 2014-2015,Gross Commercial Grand List,763346568
West Haven,SFY 2014-2015,Gross Commercial Grand List,292043724
Weston,SFY 2014-2015,Gross Commercial Grand List,23510200
Westport,SFY 2014-2015,Gross Commercial Grand List,1155055560
Wethersfield,SFY 2014-2015,Gross Commercial Grand List,208016870
Willington,SFY 2014-2015,Gross Commercial Grand List,41159400
Wilton,SFY 2014-2015,Gross Commercial Grand List,584848670
Winchester,SFY 2014-2015,Gross Commercial Grand List,53529260
Windham,SFY 2014-2015,Gross Commercial Grand List,136358435
Windsor,SFY 2014-2015,Gross Commercial Grand List,435809807
Windsor Locks,SFY 2014-2015,Gross Commercial Grand List,134589800
Wolcott,SFY 2014-2015,Gross Commercial Grand List,44578440
Woodbridge,SFY 2014-2015,Gross Commercial Grand List,62130670
Woodbury,SFY 2014-2015,Gross Commercial Grand List,86555190
Woodstock,SFY 2014-2015,Gross Commercial Grand List,23471010
Andover,SFY 2014-2015,Gross Industrial Grand List,1068300
Ansonia,SFY 2014-2015,Gross Industrial Grand List,15386600
Ashford,SFY 2014-2015,Gross Industrial Grand List,0
Avon,SFY 2014-2015,Gross Industrial Grand List,32007780
Barkhamsted,SFY 2014-2015,Gross Industrial Grand List,4324720
Beacon Falls,SFY 2014-2015,Gross Industrial Grand List,30697430
Berlin,SFY 2014-2015,Gross Industrial Grand List,122550260
Bethany,SFY 2014-2015,Gross Industrial Grand List,4823080
Bethel,SFY 2014-2015,Gross Industrial Grand List,79222670
Bethlehem,SFY 2014-2015,Gross Industrial Grand List,2531500
Bloomfield,SFY 2014-2015,Gross Industrial Grand List,189368710
Bolton,SFY 2014-2015,Gross Industrial Grand List,7426400
Bozrah,SFY 2014-2015,Gross Industrial Grand List,21027860
Branford,SFY 2014-2015,Gross Industrial Grand List,106039580
Bridgeport,SFY 2014-2015,Gross Industrial Grand List,552296009
Bridgewater,SFY 2014-2015,Gross Industrial Grand List,701100
Bristol,SFY 2014-2015,Gross Industrial Grand List,222796110
Brookfield,SFY 2014-2015,Gross Industrial Grand List,80582660
Brooklyn,SFY 2014-2015,Gross Industrial Grand List,3498600
Burlington,SFY 2014-2015,Gross Industrial Grand List,2899330
Canaan,SFY 2014-2015,Gross Industrial Grand List,9641700
Canterbury,SFY 2014-2015,Gross Industrial Grand List,4384500
Canton,SFY 2014-2015,Gross Industrial Grand List,7663100
Chaplin,SFY 2014-2015,Gross Industrial Grand List,1294000
Cheshire,SFY 2014-2015,Gross Industrial Grand List,45953370
Chester,SFY 2014-2015,Gross Industrial Grand List,14760280
Clinton,SFY 2014-2015,Gross Industrial Grand List,26459750
Colchester,SFY 2014-2015,Gross Industrial Grand List,8802100
Colebrook,SFY 2014-2015,Gross Industrial Grand List,589100
Columbia,SFY 2014-2015,Gross Industrial Grand List,6112730
Cornwall,SFY 2014-2015,Gross Industrial Grand List,0
Coventry,SFY 2014-2015,Gross Industrial Grand List,1192600
Cromwell,SFY 2014-2015,Gross Industrial Grand List,35683800
Danbury,SFY 2014-2015,Gross Industrial Grand List,345390200
Darien,SFY 2014-2015,Gross Industrial Grand List,3232600
Deep River,SFY 2014-2015,Gross Industrial Grand List,14212150
Derby,SFY 2014-2015,Gross Industrial Grand List,9413855
Durham,SFY 2014-2015,Gross Industrial Grand List,18324880
Eastford,SFY 2014-2015,Gross Industrial Grand List,2638390
East Granby,SFY 2014-2015,Gross Industrial Grand List,74490100
East Haddam,SFY 2014-2015,Gross Industrial Grand List,7386540
East Hampton,SFY 2014-2015,Gross Industrial Grand List,8165146
East Hartford,SFY 2014-2015,Gross Industrial Grand List,243642360
East Haven,SFY 2014-2015,Gross Industrial Grand List,20191489
East Lyme,SFY 2014-2015,Gross Industrial Grand List,14150920
Easton,SFY 2014-2015,Gross Industrial Grand List,23067980
East Windsor,SFY 2014-2015,Gross Industrial Grand List,72734310
Ellington,SFY 2014-2015,Gross Industrial Grand List,18070990
Enfield,SFY 2014-2015,Gross Industrial Grand List,168836960
