Town,Year,Crime Type,Measure_Type,Value
Chester,2016,Murder,"Rate (per 100,000)",0
Chester,2016,Rape,Number,1
Chester,2016,Rape,"Rate (per 100,000)",25.4
Chester,2016,Robbery,Number,1
Chester,2016,Robbery,"Rate (per 100,000)",25.4
Chester,2016,Burglary,Number,3
Chester,2016,Burglary,"Rate (per 100,000)",76.3
Chester,2016,Larceny,Number,6
Chester,2016,Larceny,"Rate (per 100,000)",152.5
Chester,2016,Motor Vehicle Theft,Number,2
Chester,2016,Motor Vehicle Theft,"Rate (per 100,000)",50.8
Chester,2016,Arson,Number,0
Chester,2016,Arson,"Rate (per 100,000)",0
Chester,2017,Total Crime,Number,6
Chester,2017,Total Crime,"Rate (per 100,000)",152.3
Chester,2017,Total Violent Crime,Number,0
Chester,2017,Total Violent Crime,"Rate (per 100,000)",0
Chester,2017,Total Property Crime,Number,6
Chester,2017,Total Property Crime,"Rate (per 100,000)",152.3
Chester,2017,Aggravated Assault,Number,0
Chester,2017,Aggravated Assault,"Rate (per 100,000)",0
Chester,2017,Murder,Number,0
Chester,2017,Murder,"Rate (per 100,000)",0
Chester,2017,Rape,Number,0
Chester,2017,Rape,"Rate (per 100,000)",0
Chester,2017,Robbery,Number,0
Chester,2017,Robbery,"Rate (per 100,000)",0
Chester,2017,Burglary,Number,2
Chester,2017,Burglary,"Rate (per 100,000)",50.8
Chester,2017,Larceny,Number,4
Chester,2017,Larceny,"Rate (per 100,000)",101.5
Chester,2017,Motor Vehicle Theft,Number,0
Chester,2017,Motor Vehicle Theft,"Rate (per 100,000)",0
Chester,2017,Arson,Number,0
Chester,2017,Arson,"Rate (per 100,000)",0
Clinton,2010,Total Crime,Number,410
Clinton,2010,Total Crime,"Rate (per 100,000)",2983.1
Clinton,2010,Total Violent Crime,Number,17
Clinton,2010,Total Violent Crime,"Rate (per 100,000)",123.7
Clinton,2010,Total Property Crime,Number,393
Clinton,2010,Total Property Crime,"Rate (per 100,000)",2859.4
Clinton,2010,Aggravated Assault,Number,8
Clinton,2010,Aggravated Assault,"Rate (per 100,000)",58.2
Clinton,2010,Murder,Number,0
Clinton,2010,Murder,"Rate (per 100,000)",0
Clinton,2010,Rape,Number,7
Clinton,2010,Rape,"Rate (per 100,000)",50.9
Clinton,2010,Robbery,Number,2
Clinton,2010,Robbery,"Rate (per 100,000)",14.6
Clinton,2010,Burglary,Number,134
Clinton,2010,Burglary,"Rate (per 100,000)",975
Clinton,2010,Larceny,Number,252
Clinton,2010,Larceny,"Rate (per 100,000)",1833.5
Clinton,2010,Motor Vehicle Theft,Number,7
Clinton,2010,Motor Vehicle Theft,"Rate (per 100,000)",50.9
Clinton,2010,Arson,Number,4
Clinton,2010,Arson,"Rate (per 100,000)",29.1
Clinton,2011,Total Crime,Number,342
Clinton,2011,Total Crime,"Rate (per 100,000)",2483.8
Clinton,2011,Total Violent Crime,Number,19
Clinton,2011,Total Violent Crime,"Rate (per 100,000)",138
Clinton,2011,Total Property Crime,Number,323
Clinton,2011,Total Property Crime,"Rate (per 100,000)",2345.8
Clinton,2011,Aggravated Assault,Number,10
Clinton,2011,Aggravated Assault,"Rate (per 100,000)",72.6
Clinton,2011,Murder,Number,0
Clinton,2011,Murder,"Rate (per 100,000)",0
Clinton,2011,Rape,Number,7
Clinton,2011,Rape,"Rate (per 100,000)",50.8
Clinton,2011,Robbery,Number,2
Clinton,2011,Robbery,"Rate (per 100,000)",14.5
Clinton,2011,Burglary,Number,54
Clinton,2011,Burglary,"Rate (per 100,000)",392.2
Clinton,2011,Larceny,Number,267
Clinton,2011,Larceny,"Rate (per 100,000)",1939.1
Clinton,2011,Motor Vehicle Theft,Number,2
Clinton,2011,Motor Vehicle Theft,"Rate (per 100,000)",14.5
Clinton,2011,Arson,Number,2
Clinton,2011,Arson,"Rate (per 100,000)",14.5
Clinton,2012,Total Crime,Number,335
Clinton,2012,Total Crime,"Rate (per 100,000)",2426.5
Clinton,2012,Total Violent Crime,Number,27
Clinton,2012,Total Violent Crime,"Rate (per 100,000)",195.6
Clinton,2012,Total Property Crime,Number,308
Clinton,2012,Total Property Crime,"Rate (per 100,000)",2230.9
Clinton,2012,Aggravated Assault,Number,8
Clinton,2012,Aggravated Assault,"Rate (per 100,000)",57.9
Clinton,2012,Murder,Number,0
Clinton,2012,Murder,"Rate (per 100,000)",0
Clinton,2012,Rape,Number,16
Clinton,2012,Rape,"Rate (per 100,000)",115.9
Clinton,2012,Robbery,Number,3
Clinton,2012,Robbery,"Rate (per 100,000)",21.7
Clinton,2012,Burglary,Number,53
Clinton,2012,Burglary,"Rate (per 100,000)",383.9
Clinton,2012,Larceny,Number,248
Clinton,2012,Larceny,"Rate (per 100,000)",1796.3
Clinton,2012,Motor Vehicle Theft,Number,7
Clinton,2012,Motor Vehicle Theft,"Rate (per 100,000)",50.7
Clinton,2012,Arson,Number,1
Clinton,2012,Arson,"Rate (per 100,000)",7.2
Clinton,2013,Total Crime,Number,287
Clinton,2013,Total Crime,"Rate (per 100,000)",2076.2
Clinton,2013,Total Violent Crime,Number,18
Clinton,2013,Total Violent Crime,"Rate (per 100,000)",130.2
Clinton,2013,Total Property Crime,Number,269
Clinton,2013,Total Property Crime,"Rate (per 100,000)",1946
Clinton,2013,Aggravated Assault,Number,12
Clinton,2013,Aggravated Assault,"Rate (per 100,000)",86.8
Clinton,2013,Murder,Number,1
Clinton,2013,Murder,"Rate (per 100,000)",7.2
Clinton,2013,Rape,Number,3
Clinton,2013,Rape,"Rate (per 100,000)",21.7
Clinton,2013,Robbery,Number,2
Clinton,2013,Robbery,"Rate (per 100,000)",14.5
Clinton,2013,Burglary,Number,58
Clinton,2013,Burglary,"Rate (per 100,000)",419.6
Clinton,2013,Larceny,Number,211
Clinton,2013,Larceny,"Rate (per 100,000)",1526.4
Clinton,2013,Motor Vehicle Theft,Number,0
Clinton,2013,Motor Vehicle Theft,"Rate (per 100,000)",0
Clinton,2013,Arson,Number,2
Clinton,2013,Arson,"Rate (per 100,000)",14.5
Clinton,2014,Total Crime,Number,282
Clinton,2014,Total Crime,"Rate (per 100,000)",2041.6
Clinton,2014,Total Violent Crime,Number,18
Clinton,2014,Total Violent Crime,"Rate (per 100,000)",130.3
Clinton,2014,Total Property Crime,Number,264
Clinton,2014,Total Property Crime,"Rate (per 100,000)",1911.2
Clinton,2014,Aggravated Assault,Number,11
Clinton,2014,Aggravated Assault,"Rate (per 100,000)",79.6
Clinton,2014,Murder,Number,0
Clinton,2014,Murder,"Rate (per 100,000)",0
Clinton,2014,Rape,Number,7
Clinton,2014,Rape,"Rate (per 100,000)",50.7
Clinton,2014,Robbery,Number,0
Clinton,2014,Robbery,"Rate (per 100,000)",0
Clinton,2014,Burglary,Number,51
Clinton,2014,Burglary,"Rate (per 100,000)",369.2
Clinton,2014,Larceny,Number,205
Clinton,2014,Larceny,"Rate (per 100,000)",1484.1
Clinton,2014,Motor Vehicle Theft,Number,8
Clinton,2014,Motor Vehicle Theft,"Rate (per 100,000)",57.9
Clinton,2014,Arson,Number,3
Clinton,2014,Arson,"Rate (per 100,000)",21.7
Clinton,2015,Total Crime,Number,316
Clinton,2015,Total Crime,"Rate (per 100,000)",2290.2
Clinton,2015,Total Violent Crime,Number,18
Clinton,2015,Total Violent Crime,"Rate (per 100,000)",130.5
Clinton,2015,Total Property Crime,Number,298
Clinton,2015,Total Property Crime,"Rate (per 100,000)",2159.7
Clinton,2015,Aggravated Assault,Number,9
Clinton,2015,Aggravated Assault,"Rate (per 100,000)",65.2
Clinton,2015,Murder,Number,0
Clinton,2015,Murder,"Rate (per 100,000)",0
Clinton,2015,Rape,Number,5
Clinton,2015,Rape,"Rate (per 100,000)",36.2
Clinton,2015,Robbery,Number,4
Clinton,2015,Robbery,"Rate (per 100,000)",29
Clinton,2015,Burglary,Number,39
Clinton,2015,Burglary,"Rate (per 100,000)",282.6
Clinton,2015,Larceny,Number,256
Clinton,2015,Larceny,"Rate (per 100,000)",1855.3
Clinton,2015,Motor Vehicle Theft,Number,3
Clinton,2015,Motor Vehicle Theft,"Rate (per 100,000)",21.7
Clinton,2015,Arson,Number,1
Clinton,2015,Arson,"Rate (per 100,000)",7.2
Clinton,2016,Total Crime,Number,310
Clinton,2016,Total Crime,"Rate (per 100,000)",2251.9
Clinton,2016,Total Violent Crime,Number,20
Clinton,2016,Total Violent Crime,"Rate (per 100,000)",145.3
Clinton,2016,Total Property Crime,Number,290
Clinton,2016,Total Property Crime,"Rate (per 100,000)",2106.6
Clinton,2016,Aggravated Assault,Number,12
Clinton,2016,Aggravated Assault,"Rate (per 100,000)",87.2
Clinton,2016,Murder,Number,0
Clinton,2016,Murder,"Rate (per 100,000)",0
Clinton,2016,Rape,Number,7
Clinton,2016,Rape,"Rate (per 100,000)",50.8
Clinton,2016,Robbery,Number,1
Clinton,2016,Robbery,"Rate (per 100,000)",7.3
Clinton,2016,Burglary,Number,25
Clinton,2016,Burglary,"Rate (per 100,000)",181.6
Clinton,2016,Larceny,Number,248
Clinton,2016,Larceny,"Rate (per 100,000)",1801.5
Clinton,2016,Motor Vehicle Theft,Number,17
Clinton,2016,Motor Vehicle Theft,"Rate (per 100,000)",123.5
Clinton,2016,Arson,Number,0
Clinton,2016,Arson,"Rate (per 100,000)",0
Clinton,2017,Total Crime,Number,336
Clinton,2017,Total Crime,"Rate (per 100,000)",2437.4
Clinton,2017,Total Violent Crime,Number,18
Clinton,2017,Total Violent Crime,"Rate (per 100,000)",130.6
Clinton,2017,Total Property Crime,Number,318
Clinton,2017,Total Property Crime,"Rate (per 100,000)",2306.9
Clinton,2017,Aggravated Assault,Number,12
Clinton,2017,Aggravated Assault,"Rate (per 100,000)",87.1
Clinton,2017,Murder,Number,0
Clinton,2017,Murder,"Rate (per 100,000)",0
Clinton,2017,Rape,Number,5
Clinton,2017,Rape,"Rate (per 100,000)",36.3
Clinton,2017,Robbery,Number,1
Clinton,2017,Robbery,"Rate (per 100,000)",7.3
Clinton,2017,Burglary,Number,55
Clinton,2017,Burglary,"Rate (per 100,000)",399
Clinton,2017,Larceny,Number,259
Clinton,2017,Larceny,"Rate (per 100,000)",1878.9
Clinton,2017,Motor Vehicle Theft,Number,4
Clinton,2017,Motor Vehicle Theft,"Rate (per 100,000)",29
Clinton,2017,Arson,Number,3
Clinton,2017,Arson,"Rate (per 100,000)",21.8
Colchester,2010,Total Crime,Number,184
Colchester,2010,Total Crime,"Rate (per 100,000)",1204.9
Colchester,2010,Total Violent Crime,Number,8
Colchester,2010,Total Violent Crime,"Rate (per 100,000)",52.4
Colchester,2010,Total Property Crime,Number,176
Colchester,2010,Total Property Crime,"Rate (per 100,000)",1152.5
Colchester,2010,Aggravated Assault,Number,3
Colchester,2010,Aggravated Assault,"Rate (per 100,000)",19.6
Colchester,2010,Murder,Number,0
Colchester,2010,Murder,"Rate (per 100,000)",0
Colchester,2010,Rape,Number,3
Colchester,2010,Rape,"Rate (per 100,000)",19.6
Colchester,2010,Robbery,Number,2
Colchester,2010,Robbery,"Rate (per 100,000)",13.1
Colchester,2010,Burglary,Number,67
Colchester,2010,Burglary,"Rate (per 100,000)",438.7
Colchester,2010,Larceny,Number,105
Colchester,2010,Larceny,"Rate (per 100,000)",687.6
Colchester,2010,Motor Vehicle Theft,Number,4
Colchester,2010,Motor Vehicle Theft,"Rate (per 100,000)",26.2
Colchester,2010,Arson,Number,3
Colchester,2010,Arson,"Rate (per 100,000)",19.6
Colchester,2011,Total Crime,Number,119
Colchester,2011,Total Crime,"Rate (per 100,000)",777.8
Colchester,2011,Total Violent Crime,Number,4
Colchester,2011,Total Violent Crime,"Rate (per 100,000)",26.1
Colchester,2011,Total Property Crime,Number,115
Colchester,2011,Total Property Crime,"Rate (per 100,000)",751.7
Colchester,2011,Aggravated Assault,Number,2
Colchester,2011,Aggravated Assault,"Rate (per 100,000)",13.1
Colchester,2011,Murder,Number,0
Colchester,2011,Murder,"Rate (per 100,000)",0
Colchester,2011,Rape,Number,1
Colchester,2011,Rape,"Rate (per 100,000)",6.5
Colchester,2011,Robbery,Number,1
Colchester,2011,Robbery,"Rate (per 100,000)",6.5
Colchester,2011,Burglary,Number,37
Colchester,2011,Burglary,"Rate (per 100,000)",241.8
Colchester,2011,Larceny,Number,76
Colchester,2011,Larceny,"Rate (per 100,000)",496.8
Colchester,2011,Motor Vehicle Theft,Number,2
Colchester,2011,Motor Vehicle Theft,"Rate (per 100,000)",13.1
Colchester,2011,Arson,Number,4
Colchester,2011,Arson,"Rate (per 100,000)",26.1
Colchester,2012,Total Crime,Number,146
Colchester,2012,Total Crime,"Rate (per 100,000)",951.8
Colchester,2012,Total Violent Crime,Number,8
Colchester,2012,Total Violent Crime,"Rate (per 100,000)",52.2
Colchester,2012,Total Property Crime,Number,138
Colchester,2012,Total Property Crime,"Rate (per 100,000)",899.6
Colchester,2012,Aggravated Assault,Number,6
Colchester,2012,Aggravated Assault,"Rate (per 100,000)",39.1
Colchester,2012,Murder,Number,0
Colchester,2012,Murder,"Rate (per 100,000)",0
Colchester,2012,Rape,Number,2
Colchester,2012,Rape,"Rate (per 100,000)",13
Colchester,2012,Robbery,Number,0
Colchester,2012,Robbery,"Rate (per 100,000)",0
Colchester,2012,Burglary,Number,49
Colchester,2012,Burglary,"Rate (per 100,000)",319.4
Colchester,2012,Larceny,Number,87
Colchester,2012,Larceny,"Rate (per 100,000)",567.1
Colchester,2012,Motor Vehicle Theft,Number,2
Colchester,2012,Motor Vehicle Theft,"Rate (per 100,000)",13
Colchester,2012,Arson,Number,3
Colchester,2012,Arson,"Rate (per 100,000)",19.6
Colchester,2013,Total Crime,Number,76
Colchester,2013,Total Crime,"Rate (per 100,000)",494.9
Colchester,2013,Total Violent Crime,Number,5
Colchester,2013,Total Violent Crime,"Rate (per 100,000)",32.6
Colchester,2013,Total Property Crime,Number,71
Colchester,2013,Total Property Crime,"Rate (per 100,000)",462.3
Colchester,2013,Aggravated Assault,Number,2
Colchester,2013,Aggravated Assault,"Rate (per 100,000)",13
Colchester,2013,Murder,Number,0
Colchester,2013,Murder,"Rate (per 100,000)",0
Colchester,2013,Rape,Number,1
Colchester,2013,Rape,"Rate (per 100,000)",6.5
Colchester,2013,Robbery,Number,2
Colchester,2013,Robbery,"Rate (per 100,000)",13
Colchester,2013,Burglary,Number,35
Colchester,2013,Burglary,"Rate (per 100,000)",227.9
Colchester,2013,Larceny,Number,34
Colchester,2013,Larceny,"Rate (per 100,000)",221.4
Colchester,2013,Motor Vehicle Theft,Number,2
Colchester,2013,Motor Vehicle Theft,"Rate (per 100,000)",13
Colchester,2013,Arson,Number,2
Colchester,2013,Arson,"Rate (per 100,000)",13
Colchester,2014,Total Crime,Number,70
Colchester,2014,Total Crime,"Rate (per 100,000)",456.1
Colchester,2014,Total Violent Crime,Number,4
Colchester,2014,Total Violent Crime,"Rate (per 100,000)",26.1
Colchester,2014,Total Property Crime,Number,66
Colchester,2014,Total Property Crime,"Rate (per 100,000)",430.1
Colchester,2014,Aggravated Assault,Number,1
Colchester,2014,Aggravated Assault,"Rate (per 100,000)",6.5
Colchester,2014,Murder,Number,0
Colchester,2014,Murder,"Rate (per 100,000)",0
Colchester,2014,Rape,Number,2
Colchester,2014,Rape,"Rate (per 100,000)",13
Colchester,2014,Robbery,Number,1
Colchester,2014,Robbery,"Rate (per 100,000)",6.5
Colchester,2014,Burglary,Number,17
Colchester,2014,Burglary,"Rate (per 100,000)",110.8
Colchester,2014,Larceny,Number,46
Colchester,2014,Larceny,"Rate (per 100,000)",299.7
Colchester,2014,Motor Vehicle Theft,Number,3
Colchester,2014,Motor Vehicle Theft,"Rate (per 100,000)",19.5
Colchester,2014,Arson,Number,4
Colchester,2014,Arson,"Rate (per 100,000)",26.1
Colchester,2015,Total Crime,Number,65
Colchester,2015,Total Crime,"Rate (per 100,000)",424
Colchester,2015,Total Violent Crime,Number,5
Colchester,2015,Total Violent Crime,"Rate (per 100,000)",32.6
Colchester,2015,Total Property Crime,Number,60
Colchester,2015,Total Property Crime,"Rate (per 100,000)",391.4
Colchester,2015,Aggravated Assault,Number,2
Colchester,2015,Aggravated Assault,"Rate (per 100,000)",13
Colchester,2015,Murder,Number,1
Colchester,2015,Murder,"Rate (per 100,000)",6.5
Colchester,2015,Rape,Number,0
Colchester,2015,Rape,"Rate (per 100,000)",0
Colchester,2015,Robbery,Number,2
Colchester,2015,Robbery,"Rate (per 100,000)",13
Colchester,2015,Burglary,Number,14
Colchester,2015,Burglary,"Rate (per 100,000)",91.3
Colchester,2015,Larceny,Number,36
Colchester,2015,Larceny,"Rate (per 100,000)",234.8
Colchester,2015,Motor Vehicle Theft,Number,10
Colchester,2015,Motor Vehicle Theft,"Rate (per 100,000)",65.2
Colchester,2015,Arson,Number,1
Colchester,2015,Arson,"Rate (per 100,000)",6.5
Colchester,2016,Total Crime,Number,90
Colchester,2016,Total Crime,"Rate (per 100,000)",588.4
Colchester,2016,Total Violent Crime,Number,5
Colchester,2016,Total Violent Crime,"Rate (per 100,000)",32.7
Colchester,2016,Total Property Crime,Number,85
Colchester,2016,Total Property Crime,"Rate (per 100,000)",555.7
Colchester,2016,Aggravated Assault,Number,4
Colchester,2016,Aggravated Assault,"Rate (per 100,000)",26.2
Colchester,2016,Murder,Number,0
Colchester,2016,Murder,"Rate (per 100,000)",0
Colchester,2016,Rape,Number,0
Colchester,2016,Rape,"Rate (per 100,000)",0
Colchester,2016,Robbery,Number,1
Colchester,2016,Robbery,"Rate (per 100,000)",6.5
Colchester,2016,Burglary,Number,30
Colchester,2016,Burglary,"Rate (per 100,000)",196.1
Colchester,2016,Larceny,Number,46
Colchester,2016,Larceny,"Rate (per 100,000)",300.8
Colchester,2016,Motor Vehicle Theft,Number,9
Colchester,2016,Motor Vehicle Theft,"Rate (per 100,000)",58.8
Colchester,2016,Arson,Number,0
Colchester,2016,Arson,"Rate (per 100,000)",0
Colchester,2017,Total Crime,Number,76
Colchester,2017,Total Crime,"Rate (per 100,000)",496.2
Colchester,2017,Total Violent Crime,Number,11
Colchester,2017,Total Violent Crime,"Rate (per 100,000)",71.8
Colchester,2017,Total Property Crime,Number,65
Colchester,2017,Total Property Crime,"Rate (per 100,000)",424.4
Colchester,2017,Aggravated Assault,Number,6
Colchester,2017,Aggravated Assault,"Rate (per 100,000)",39.2
Colchester,2017,Murder,Number,0
Colchester,2017,Murder,"Rate (per 100,000)",0
Colchester,2017,Rape,Number,3
Colchester,2017,Rape,"Rate (per 100,000)",19.6
Colchester,2017,Robbery,Number,2
Colchester,2017,Robbery,"Rate (per 100,000)",13.1
Colchester,2017,Burglary,Number,27
Colchester,2017,Burglary,"Rate (per 100,000)",176.3
Colchester,2017,Larceny,Number,35
Colchester,2017,Larceny,"Rate (per 100,000)",228.5
Colchester,2017,Motor Vehicle Theft,Number,3
Colchester,2017,Motor Vehicle Theft,"Rate (per 100,000)",19.6
Colchester,2017,Arson,Number,0
Colchester,2017,Arson,"Rate (per 100,000)",0
Colebrook,2010,Total Crime,Number,13
Colebrook,2010,Total Crime,"Rate (per 100,000)",841.4
Colebrook,2010,Total Violent Crime,Number,1
Colebrook,2010,Total Violent Crime,"Rate (per 100,000)",64.7
Colebrook,2010,Total Property Crime,Number,12
Colebrook,2010,Total Property Crime,"Rate (per 100,000)",776.7
Colebrook,2010,Aggravated Assault,Number,0
Colebrook,2010,Aggravated Assault,"Rate (per 100,000)",0
Colebrook,2010,Murder,Number,0
Colebrook,2010,Murder,"Rate (per 100,000)",0
Colebrook,2010,Rape,Number,0
Colebrook,2010,Rape,"Rate (per 100,000)",0
Colebrook,2010,Robbery,Number,1
Colebrook,2010,Robbery,"Rate (per 100,000)",64.7
Colebrook,2010,Burglary,Number,6
Colebrook,2010,Burglary,"Rate (per 100,000)",388.3
Colebrook,2010,Larceny,Number,6
Colebrook,2010,Larceny,"Rate (per 100,000)",388.3
Colebrook,2010,Motor Vehicle Theft,Number,0
Colebrook,2010,Motor Vehicle Theft,"Rate (per 100,000)",0
Colebrook,2010,Arson,Number,0
Colebrook,2010,Arson,"Rate (per 100,000)",0
Colebrook,2011,Total Crime,Number,11
Colebrook,2011,Total Crime,"Rate (per 100,000)",710.6
Colebrook,2011,Total Violent Crime,Number,0
Colebrook,2011,Total Violent Crime,"Rate (per 100,000)",0
Colebrook,2011,Total Property Crime,Number,11
Colebrook,2011,Total Property Crime,"Rate (per 100,000)",710.6
Colebrook,2011,Aggravated Assault,Number,0
Colebrook,2011,Aggravated Assault,"Rate (per 100,000)",0
Colebrook,2011,Murder,Number,0
Colebrook,2011,Murder,"Rate (per 100,000)",0
Colebrook,2011,Rape,Number,0
Colebrook,2011,Rape,"Rate (per 100,000)",0
Colebrook,2011,Robbery,Number,0
Colebrook,2011,Robbery,"Rate (per 100,000)",0
Colebrook,2011,Burglary,Number,8
Colebrook,2011,Burglary,"Rate (per 100,000)",516.8
Colebrook,2011,Larceny,Number,3
Colebrook,2011,Larceny,"Rate (per 100,000)",193.8
Colebrook,2011,Motor Vehicle Theft,Number,0
Colebrook,2011,Motor Vehicle Theft,"Rate (per 100,000)",0
Colebrook,2011,Arson,Number,0
Colebrook,2011,Arson,"Rate (per 100,000)",0
Colebrook,2012,Total Crime,Number,7
Colebrook,2012,Total Crime,"Rate (per 100,000)",451
Colebrook,2012,Total Violent Crime,Number,0
Colebrook,2012,Total Violent Crime,"Rate (per 100,000)",0
Colebrook,2012,Total Property Crime,Number,7
Colebrook,2012,Total Property Crime,"Rate (per 100,000)",451
Colebrook,2012,Aggravated Assault,Number,0
Colebrook,2012,Aggravated Assault,"Rate (per 100,000)",0
Colebrook,2012,Murder,Number,0
Colebrook,2012,Murder,"Rate (per 100,000)",0
Colebrook,2012,Rape,Number,0
Colebrook,2012,Rape,"Rate (per 100,000)",0
Colebrook,2012,Robbery,Number,0
Colebrook,2012,Robbery,"Rate (per 100,000)",0
Colebrook,2012,Burglary,Number,2
Colebrook,2012,Burglary,"Rate (per 100,000)",128.9
Colebrook,2012,Larceny,Number,5
Colebrook,2012,Larceny,"Rate (per 100,000)",322.2
Colebrook,2012,Motor Vehicle Theft,Number,0
